Elapsed Time (ms),Coarse Encoder Counts (6B),Coarse Degree
14075,E977EA,-102.25969529085873
14075,E979E5,-102.22458448753461
14077,E97B37,-102.20117728531856
14078,E97D32,-102.16606648199445
14079,E97F2D,-102.13095567867038
14080,E9807F,-102.1075484764543
14081,E9827A,-102.07243767313018
14081,E98475,-102.03732686980611
14083,E985C7,-102.01391966759003
14083,E987C2,-101.97880886426591
14085,E989BD,-101.94369806094184
14085,E98B0F,-101.92029085872576
14087,E98D0A,-101.88518005540168
14088,E98F05,-101.85006925207756
14088,E99100,-101.81495844875346
14089,E99252,-101.79155124653741
14091,E9944D,-101.7564404432133
14091,E99648,-101.72132963988919
14093,E9979A,-101.69792243767314
14094,E99995,-101.66281163434903
14095,E99B90,-101.62770083102492
14095,E99D8B,-101.59259002770084
14097,E99EDD,-101.56918282548476
14098,E9A0D8,-101.53407202216066
14099,E9A22A,-101.5106648199446
14100,E9A425,-101.47555401662049
14101,E9A620,-101.44044321329639
14102,E9A81B,-101.4053324099723
14103,E9A96D,-101.38192520775623
14104,E9AB68,-101.34681440443214
14104,E9AD63,-101.31170360110804
14106,E9AEB5,-101.28829639889196
14106,E9B0B0,-101.25318559556787
14107,E9B2AB,-101.21807479224377
14108,E9B4A6,-101.18296398891967
14109,E9B5F8,-101.1595567867036
14110,E9B7F3,-101.1244459833795
14111,E9B9EE,-101.0893351800554
14112,E9BBE9,-101.05422437673131
14113,E9BD3B,-101.03081717451524
14114,E9BF36,-100.99570637119113
14115,E9C131,-100.96059556786705
14116,E9C283,-100.93718836565097
14117,E9C47E,-100.90207756232688
14118,E9C679,-100.86696675900278
14119,E9C7CB,-100.8435595567867
14120,E9C9C6,-100.80844875346261
14121,E9CBC1,-100.77333795013851
14122,E9CDBC,-100.7382271468144
14123,E9CF0E,-100.71481994459835
14124,E9D109,-100.67970914127424
14125,E9D304,-100.64459833795013
14126,E9D4FF,-100.60948753462604
14127,E9D651,-100.58608033240998
14128,E9D84C,-100.55096952908586
14129,E9DA47,-100.51585872576177
14130,E9DC42,-100.48074792243767
14131,E9DD94,-100.4573407202216
14132,E9DF8F,-100.4222299168975
14133,E9E18A,-100.3871191135734
14134,E9E2DC,-100.36371191135736
14135,E9E4D7,-100.32860110803324
14136,E9E6D2,-100.29349030470914
14137,E9E8CD,-100.25837950138504
14138,E9EA1F,-100.23497229916897
14139,E9EC1A,-100.19986149584487
14140,E9EE15,-100.16475069252078
14141,E9EF67,-100.1413434903047
14142,E9F162,-100.1062326869806
14143,E9F35D,-100.07112188365652
14144,E9F4AF,-100.04771468144044
14145,E9F6AA,-100.01260387811634
14146,E9F8A5,-99.97749307479225
14147,E9FAA0,-99.94238227146815
14148,E9FBF2,-99.91897506925208
14149,E9FDED,-99.88386426592798
14150,E9FFE8,-99.84875346260388
14151,EA01E3,-99.81364265927976
14152,EA0335,-99.79023545706372
14153,EA0530,-99.75512465373961
14154,EA072B,-99.7200138504155
14155,EA087D,-99.69660664819945
14156,EA0A78,-99.66149584487535
14157,EA0C73,-99.62638504155126
14158,EA0DC5,-99.60297783933518
14159,EA0FC0,-99.56786703601108
14160,EA11BB,-99.53275623268699
14161,EA130D,-99.50934903047091
14162,EA1508,-99.4742382271468
14163,EA1703,-99.43912742382273
14164,EA1855,-99.41572022160665
14165,EA1A50,-99.38060941828256
14166,EA1C4B,-99.34549861495846
14167,EA1D9D,-99.32209141274238
14168,EA1F98,-99.2869806094183
14169,EA2193,-99.25186980609418
14170,EA22E5,-99.22846260387811
14171,EA24E0,-99.19335180055403
14172,EA26DB,-99.15824099722991
14173,EA282D,-99.13483379501386
14174,EA2A28,-99.09972299168976
14175,EA2C23,-99.06461218836564
14176,EA2D75,-99.0412049861496
14177,EA2F70,-99.00609418282549
14178,EA316B,-98.97098337950138
14179,EA32BD,-98.94757617728533
14180,EA34B8,-98.91246537396121
14181,EA360A,-98.88905817174516
14182,EA3805,-98.85394736842106
14183,EA3A00,-98.81883656509694
14184,EA3B52,-98.7954293628809
14185,EA3D4D,-98.7603185595568
14186,EA3F48,-98.72520775623268
14187,EA409A,-98.70180055401663
14188,EA4295,-98.66668975069253
14189,EA4490,-98.63157894736841
14190,EA45E2,-98.60817174515236
14191,EA47DD,-98.57306094182825
14192,EA492F,-98.5496537396122
14193,EA4B2A,-98.5145429362881
14194,EA4D25,-98.47943213296398
14195,EA4E77,-98.45602493074793
14196,EA5072,-98.42091412742383
14197,EA51C4,-98.39750692520776
14198,EA53BF,-98.36239612188366
14199,EA55BA,-98.32728531855956
14200,EA570C,-98.3038781163435
14201,EA5907,-98.2687673130194
14202,EA5B02,-98.23365650969528
14203,EA5C54,-98.21024930747923
14204,EA5E4F,-98.17513850415513
14205,EA5FA1,-98.15173130193907
14206,EA619C,-98.11662049861496
14208,EA62EE,-98.09321329639889
14209,EA64E9,-98.0581024930748
14210,EA66E4,-98.0229916897507
14211,EA6836,-97.99958448753462
14212,EA6A31,-97.96447368421053
14213,EA6B83,-97.94106648199445
14214,EA6D7E,-97.90595567867037
14215,EA6F79,-97.87084487534626
14216,EA70CB,-97.84743767313019
14217,EA72C6,-97.8123268698061
14218,EA7418,-97.78891966759002
14219,EA7613,-97.75380886426592
14220,EA780E,-97.71869806094183
14221,EA7960,-97.69529085872576
14222,EA7B5B,-97.66018005540167
14223,EA7CAD,-97.63677285318559
14224,EA7EA8,-97.60166204986149
14225,EA7FFA,-97.57825484764543
14226,EA81F5,-97.54314404432132
14227,EA8347,-97.51973684210527
14228,EA8542,-97.48462603878116
14229,EA8694,-97.46121883656511
14230,EA888F,-97.42610803324101
14231,EA89E1,-97.40270083102493
14232,EA8BDC,-97.36759002770084
14233,EA8D2E,-97.34418282548476
14234,EA8F29,-97.30907202216066
14235,EA9124,-97.27396121883658
14236,EA9276,-97.2505540166205
14237,EA9471,-97.21544321329641
14238,EA95C3,-97.19203601108033
14239,EA97BE,-97.15692520775623
14240,EA9910,-97.13351800554017
14241,EA9B0B,-97.09840720221607
14242,EA9C5D,-97.075
14243,EA9E58,-97.0398891966759
14244,EA9FAA,-97.01648199445982
14245,EAA1A5,-96.98137119113574
14246,EAA2F7,-96.95796398891966
14247,EAA4F2,-96.92285318559557
14248,EAA644,-96.8994459833795
14249,EAA83F,-96.86433518005539
14250,EAAA3A,-96.8292243767313
14251,EAAB8C,-96.80581717451523
14252,EAAD87,-96.77070637119112
14253,EAAED9,-96.74729916897508
14254,EAB0D4,-96.71218836565096
14255,EAB226,-96.68878116343491
14256,EAB421,-96.6536703601108
14257,EAB61C,-96.61855955678669
14258,EAB76E,-96.59515235457064
14259,EAB969,-96.56004155124653
14260,EABABB,-96.53663434903048
14261,EABCB6,-96.50152354570638
14262,EABEB1,-96.46641274238226
14263,EAC003,-96.44300554016621
14264,EAC1FE,-96.40789473684211
14265,EAC350,-96.38448753462605
14266,EAC54B,-96.34937673130194
14267,EAC69D,-96.32596952908587
14268,EAC898,-96.29085872576178
14269,EAC9EA,-96.2674515235457
14270,EACBE5,-96.23234072022161
14271,EACD37,-96.20893351800554
14272,EACF32,-96.17382271468144
14273,EAD12D,-96.13871191135735
14274,EAD27F,-96.11530470914127
14275,EAD47A,-96.08019390581717
14276,EAD5CC,-96.0567867036011
14277,EAD7C7,-96.021675900277
14278,EAD919,-95.99826869806094
14279,EADB14,-95.96315789473684
14280,EADD0F,-95.92804709141274
14281,EADE61,-95.90463988919667
14282,EAE05C,-95.86952908587257
14283,EAE1AE,-95.84612188365652
14284,EAE3A9,-95.8110110803324
14285,EAE4FB,-95.78760387811633
14286,EAE6F6,-95.75249307479226
14287,EAE848,-95.72908587257618
14288,EAEA43,-95.69397506925209
14289,EAEC3E,-95.65886426592797
14290,EAED90,-95.6354570637119
14291,EAEEE2,-95.61204986149585
14292,EAF0DD,-95.57693905817175
14293,EAF22F,-95.55353185595568
14294,EAF42A,-95.51842105263158
14295,EAF625,-95.48331024930748
14296,EAF777,-95.45990304709142
14297,EAF972,-95.42479224376731
14298,EAFB6D,-95.38968144044321
14299,EAFCBF,-95.36627423822715
14300,EAFEBA,-95.33116343490305
14301,EB00B5,-95.29605263157893
14302,EB0207,-95.27264542936288
14303,EB0402,-95.23753462603878
14304,EB05FD,-95.20242382271469
14305,EB074F,-95.17901662049861
14306,EB094A,-95.14390581717451
14306,EB0A9C,-95.12049861495845
14307,EB0C97,-95.08538781163435
14308,EB0E92,-95.05027700831025
14309,EB0FE4,-95.02686980609418
14310,EB11DF,-94.99175900277008
14311,EB1331,-94.96835180055402
14312,EB152C,-94.93324099722992
14313,EB167E,-94.90983379501385
14314,EB1879,-94.87472299168975
14315,EB1A74,-94.83961218836565
14316,EB1BC6,-94.81620498614959
14317,EB1DC1,-94.78109418282548
14318,EB1FBC,-94.74598337950138
14319,EB210E,-94.72257617728532
14320,EB2309,-94.68746537396122
14321,EB2504,-94.65235457063712
14322,EB26FF,-94.61724376731303
14323,EB2851,-94.59383656509695
14324,EB2A4C,-94.55872576177285
14325,EB2B9E,-94.53531855955679
14326,EB2D99,-94.50020775623268
14327,EB2F94,-94.4650969529086
14328,EB30E6,-94.44168975069252
14329,EB32E1,-94.40657894736842
14330,EB3433,-94.38317174515235
14331,EB362E,-94.34806094182825
14332,EB3829,-94.31295013850415
14333,EB397B,-94.28954293628809
14334,EB3B76,-94.25443213296398
14335,EB3D71,-94.2193213296399
14336,EB3F6C,-94.1842105263158
14337,EB40BE,-94.16080332409972
14338,EB42B9,-94.12569252077563
